t	N	S	f197536	f197553	f205457	f205440	f197537
3157	1140	80	300	375	164	94	7
3158	1129	77	281	380	154	97	5
3159	1128	82	291	378	159	94	2
3160	1125	90	279	362	174	89	2
3161	1124	82	288	386	166	88	3
3162	1103	79	279	373	167	78	8
3163	1120	78	287	379	165	86	5
3164	1118	81	284	371	164	88	7
3165	1110	88	270	376	164	84	8
3166	1092	88	270	367	154	80	7
3167	1115	87	275	382	164	89	6
3168	1148	84	285	398	165	98	5
3169	1130	79	286	380	155	96	8
3170	1107	80	273	373	156	84	7
3171	1143	82	303	382	167	92	9
3172	1128	87	284	372	160	93	4
3173	1140	93	289	365	167	96	9
3174	1146	86	291	383	172	94	8
3175	1153	86	308	387	170	94	6
3176	1112	90	282	372	164	82	4
3177	1116	94	289	377	164	86	6
3178	1108	86	279	384	163	81	9
3179	1146	93	297	379	172	91	6
3180	1113	87	295	374	156	86	3
3181	1145	83	308	374	174	91	6
3182	1111	86	295	377	155	84	13
3183	1113	84	279	369	161	87	8
3184	1124	87	291	391	163	86	9
3185	1159	86	311	385	171	96	9
3186	1135	88	306	383	164	87	8
3187	1092	82	271	370	158	81	5
3188	1123	81	297	369	157	90	8
3189	1143	84	316	373	168	90	8
3190	1146	81	296	381	166	96	7
3191	1139	91	282	372	179	91	11
3192	1119	88	280	383	162	91	11
3193	1122	89	284	369	167	89	12
3194	1092	92	273	363	157	81	5
3195	1106	95	302	359	151	85	9
3196	1126	88	301	373	150	92	9
3197	1103	82	290	369	158	83	6
3198	1105	83	294	359	152	84	5
3199	1123	88	297	357	171	85	4
3200	1104	94	292	356	159	86	4
3201	1110	95	290	371	148	92	5
3202	1117	85	303	364	164	83	13
3203	1091	90	283	339	152	86	11
3204	1079	87	276	353	142	82	13
3205	1107	85	274	370	150	91	12
3206	1139	87	288	379	170	93	8
3207	1129	84	300	377	157	93	6
3208	1137	85	300	366	176	91	5
3209	1130	89	287	376	174	87	9
3210	1147	81	285	381	187	86	6
3211	1103	89	280	377	162	80	7
3212	1123	84	291	377	170	86	5
3213	1133	83	283	403	162	95	3
3214	1141	76	298	406	168	90	7
3215	1126	79	294	385	168	85	8
3216	1134	80	288	390	165	92	12
3217	1127	86	281	387	162	88	9
3218	1109	87	269	388	159	89	8
3219	1138	90	286	378	171	94	6
3220	1123	88	290	385	164	91	9
3221	1147	84	316	383	167	90	8
3222	1116	90	289	368	163	84	6
3223	1117	88	281	379	156	87	8
3224	1125	90	277	373	171	87	11
3225	1118	82	277	366	168	87	7
3226	1105	89	277	373	156	85	6
3227	1111	83	281	378	161	85	4
3228	1139	80	290	390	163	95	5
3229	1159	84	306	403	164	100	5
3230	1165	87	297	406	181	96	2
3231	1128	92	275	386	167	89	5
3232	1142	88	301	382	163	92	6
3233	1146	89	302	387	156	98	11
3234	1147	79	283	397	172	93	5
3235	1118	81	283	380	164	85	5
3236	1120	78	295	374	158	89	5
3237	1119	87	293	369	161	88	7
3238	1146	91	292	372	181	89	7
3239	1154	83	310	392	165	96	6
3240	1118	89	289	369	170	87	5
3241	1146	82	295	384	167	94	5
3242	1113	89	285	366	156	88	3
3243	1091	83	280	371	148	83	3
3244	1142	80	309	385	156	98	3
3245	1130	80	301	394	145	98	8
3246	1148	83	310	383	163	97	4
3247	1121	76	290	377	161	88	9
3248	1114	81	277	378	172	82	10
3249	1109	85	287	377	153	89	12
3250	1124	83	283	391	159	91	10
3251	1137	79	294	384	167	94	15
3252	1109	95	277	375	159	88	6
3253	1127	87	288	372	165	91	4
3254	1128	88	290	386	181	82	5
3255	1100	85	275	375	169	82	4
3256	1118	87	282	367	168	85	5
3257	1135	84	293	370	167	92	3
3258	1122	91	285	369	171	87	4
3259	1145	78	282	394	182	88	8
3260	1107	89	277	366	175	80	9
3261	1101	93	269	363	171	81	9
3262	1138	98	288	383	165	97	8
3263	1170	85	300	392	186	99	5
3264	1115	84	284	375	154	94	9
3265	1162	86	308	391	169	102	6
3266	1135	80	290	385	165	92	10
3267	1136	87	287	392	162	93	6
3268	1144	84	295	386	162	95	7
3269	1142	89	302	383	165	95	3
3270	1163	88	309	401	171	98	2
3271	1164	86	312	393	170	98	6
3272	1131	87	292	368	156	97	9
3273	1101	89	288	371	159	81	6
3274	1100	86	279	365	159	85	8
3275	1104	87	289	382	144	90	8
3276	1130	93	294	388	159	91	9
3277	1151	80	298	400	164	95	3
3278	1144	87	302	379	170	93	3
3279	1162	81	300	395	181	94	6
3280	1138	84	294	376	171	89	8
3281	1096	90	261	384	163	83	6
3282	1157	81	301	398	181	93	9
3283	1110	80	277	383	162	83	9
3284	1133	82	292	380	172	86	9
3285	1121	79	289	380	170	85	9
3286	1118	86	284	374	171	85	6
3287	1116	84	280	381	164	86	4
3288	1094	83	267	386	156	81	3
3289	1106	88	283	364	162	85	6
3290	1098	82	276	364	168	77	7
3291	1121	88	287	350	171	89	4
3292	1138	88	285	358	175	92	6
3293	1126	91	288	360	160	96	6
3294	1088	87	286	351	151	83	9
3295	1077	91	263	361	157	76	11
3296	1093	91	271	357	162	81	9
3297	1114	83	286	390	158	83	14
3298	1117	85	284	372	167	85	7
3299	1108	83	289	364	157	86	8
3300	1133	90	288	378	168	90	7
3301	1139	81	297	378	177	87	7
3302	1127	79	295	370	162	90	7
3303	1099	88	282	353	161	84	7
3304	1110	82	290	372	158	87	0
3305	1089	81	277	365	149	85	4
3306	1134	86	291	391	173	89	6
3307	1140	86	293	386	178	90	9
3308	1158	88	305	393	177	93	6
3309	1173	87	322	387	174	102	5
3310	1154	89	299	381	170	98	6
3311	1141	95	303	402	170	86	5
3312	1126	94	297	383	167	85	8
3313	1110	95	281	372	167	82	5
3314	1109	88	272	379	160	85	7
3315	1148	86	301	396	169	97	5
3316	1146	80	302	397	162	94	7
3317	1127	83	291	399	164	86	11
3318	1123	88	290	373	165	90	11
3319	1120	87	293	369	158	89	9
3320	1127	82	275	379	180	84	7
3321	1113	84	279	367	161	88	6
3322	1109	96	267	360	157	92	4
3323	1142	86	296	379	172	93	4
3324	1145	87	288	383	171	94	3
3325	1133	80	292	361	170	92	3
3326	1148	89	298	379	177	92	6
3327	1168	84	299	405	184	97	10
3328	1155	87	308	393	167	96	7
3329	1111	75	276	384	157	88	3
3330	1138	92	272	390	176	91	4
3331	1133	98	276	376	186	84	6
3332	1144	89	286	388	178	91	4
3333	1152	86	282	391	170	97	6
3334	1126	95	282	388	159	87	10
3335	1118	96	267	382	166	89	9
3336	1129	89	285	385	165	90	8
3337	1125	82	283	391	165	84	5
3338	1152	76	299	392	169	96	3
3339	1127	80	299	377	158	90	6
3340	1165	78	308	395	158	107	6
3341	1118	95	274	385	157	90	9
3342	1125	94	272	392	152	94	4
3343	1149	85	305	398	152	99	3
3344	1160	93	300	395	172	98	4
3345	1128	86	296	375	168	90	13
3346	1139	84	297	374	164	96	10
3347	1144	80	305	377	166	95	6
3348	1115	88	288	365	164	87	9
3349	1158	80	297	389	168	101	8
3350	1129	88	285	377	167	92	3
3351	1146	84	281	385	182	88	6
3352	1134	84	279	385	166	92	4
3353	1119	94	289	371	172	80	9
3354	1122	87	285	369	172	88	10
3355	1144	87	289	391	176	90	7
3356	1140	78	292	404	166	88	5
3357	1145	84	295	386	181	87	6
3358	1145	85	298	392	173	91	6
3359	1124	88	287	379	169	88	6
3360	1113	91	286	370	159	87	9
3361	1149	87	294	388	179	94	3
3362	1155	90	301	397	164	99	3
3363	1149	84	292	409	173	90	6
3364	1143	83	301	392	157	94	8
3365	1104	86	281	370	167	78	14
3366	1109	92	285	342	170	85	14
3367	1123	90	290	367	172	85	8
3368	1139	84	291	377	178	90	13
3369	1138	79	302	379	164	93	8
3370	1127	80	300	376	162	91	15
3371	1143	77	302	395	164	95	12
3372	1170	83	307	428	176	97	5
3373	1127	85	289	399	166	85	6
3374	1145	78	294	399	174	88	9
3375	1131	88	275	389	170	89	6
3376	1143	87	282	392	162	98	4
3377	1151	81	300	381	171	91	4
3378	1110	80	282	378	165	84	8
3379	1104	85	272	379	160	81	9
3380	1136	87	282	391	172	88	7
3381	1131	99	286	376	167	92	0
3382	1126	92	282	380	172	86	5
3383	1115	94	289	364	161	86	5
3384	1085	94	266	357	159	80	7
3385	1117	80	285	378	169	84	9
3386	1100	90	275	357	169	76	5
3387	1158	90	298	381	188	89	9
3388	1109	88	273	374	161	81	8
3389	1121	83	278	377	159	89	8
3390	1150	75	299	396	168	94	8
3391	1136	82	291	376	181	86	8
3392	1125	85	277	374	173	89	6
3393	1095	93	277	357	153	81	6
3394	1169	85	306	410	171	98	7
3395	1141	89	289	382	167	95	9
3396	1079	96	272	348	156	80	7
3397	1079	90	270	356	154	77	5
3398	1111	86	276	365	163	86	6
3399	1120	88	295	371	168	87	5
3400	1110	91	278	375	166	83	8
3401	1120	86	290	374	163	86	13
3402	1102	86	281	372	166	79	4
3403	1105	85	273	367	158	84	7
3404	1111	83	273	376	164	83	6
3405	1131	84	294	370	162	89	1
3406	1122	84	295	363	163	86	5
3407	1153	87	299	380	171	94	7
3408	1129	89	291	377	168	90	1
3409	1133	82	288	401	162	91	3
3410	1135	82	292	384	165	91	5
3411	1125	81	285	383	162	88	8
3412	1131	84	273	389	175	87	12
3413	1130	90	291	379	165	89	12
3414	1129	89	298	372	172	86	6
3415	1122	91	289	368	167	87	4
3416	1130	90	300	375	165	88	4
3417	1137	82	300	380	173	89	4
3418	1161	89	297	391	174	96	7
3419	1150	92	299	379	178	93	11
3420	1120	84	300	360	164	85	8
3421	1124	83	292	374	162	88	8
3422	1129	87	294	379	164	90	8
3423	1125	83	288	368	160	95	10
3424	1124	88	283	387	155	92	7
3425	1149	81	281	392	172	97	6
3426	1102	86	262	367	169	79	9
3427	1125	80	290	380	171	84	8
3428	1107	79	294	368	161	84	8
3429	1096	86	290	352	152	85	8
3430	1103	90	264	369	161	83	8
3431	1124	83	285	378	172	85	10
3432	1162	82	309	399	175	97	9
3433	1133	87	288	390	164	92	4
3434	1123	85	289	377	159	92	4
3435	1124	80	293	378	162	90	7
3436	1135	80	289	389	166	91	5
3437	1160	82	295	411	170	98	6
3438	1163	77	315	405	173	93	6
3439	1130	84	295	388	168	85	8
3440	1137	83	296	383	172	90	3
3441	1114	87	291	373	159	81	6
3442	1127	88	285	381	166	87	8
3443	1146	88	310	390	167	95	10
3444	1102	82	284	375	152	84	13
3445	1126	87	302	374	153	91	9
3446	1134	83	302	381	168	89	6
3447	1133	91	298	375	168	88	5
3448	1112	86	294	377	160	83	6
3449	1137	84	311	388	165	89	5
3450	1105	95	287	349	168	80	4
3451	1157	91	299	393	175	94	7
3452	1144	85	296	367	169	97	5
3453	1145	86	289	394	170	93	7
3454	1127	92	282	374	160	91	9
3455	1114	87	275	376	160	89	6
3456	1110	74	297	387	143	90	13
3457	1102	85	284	385	146	89	8
3458	1053	85	263	363	144	72	14
3459	1100	88	273	365	160	83	10
3460	1128	90	287	363	160	92	7
3461	1143	87	292	384	174	94	9
3462	1151	81	315	380	172	93	9
3463	1131	87	307	373	167	87	8
3464	1127	89	288	390	166	88	3
3465	1125	89	290	363	172	84	4
3466	1124	88	275	376	177	85	8
3467	1122	87	294	368	161	92	6
3468	1129	84	298	369	169	88	6
3469	1101	83	283	376	155	85	6
3470	1121	80	291	369	152	91	9
3471	1096	83	274	384	150	82	13
3472	1096	87	275	373	158	79	6
3473	1135	85	296	373	171	88	7
3474	1104	88	283	371	156	85	7
3475	1156	89	296	394	171	97	9
3476	1134	82	284	387	166	90	6
3477	1134	89	305	350	164	93	4
3478	1131	88	284	358	168	91	8
3479	1146	87	291	365	177	94	12
3480	1144	85	293	365	174	96	13
3481	1149	85	307	377	170	97	6
3482	1153	90	303	377	180	93	5
3483	1140	87	283	380	180	88	9
3484	1134	88	286	377	172	86	11
3485	1086	89	259	372	158	79	6
3486	1109	96	280	370	158	88	4
3487	1123	88	285	371	177	82	5
3488	1136	91	295	365	171	90	7
3489	1124	91	296	361	168	87	6
3490	1166	83	299	388	179	95	5
3491	1138	89	287	385	179	86	5
3492	1145	86	281	366	191	88	3
3493	1150	93	284	378	179	94	5
3494	1136	89	295	388	157	92	13
3495	1150	90	291	386	178	91	11
3496	1157	87	297	383	186	91	3
3497	1116	86	274	388	171	83	4
3498	1113	87	274	384	168	84	4
3499	1123	82	288	387	169	83	10
3500	1152	87	294	379	177	93	2
3501	1130	92	291	376	153	95	7
3502	1098	86	285	368	154	83	3
3503	1137	90	297	394	167	88	7
3504	1117	91	292	390	167	78	8
3505	1134	85	278	397	180	84	2
3506	1119	89	293	375	163	86	3
3507	1123	81	296	376	163	86	5
3508	1110	79	282	386	162	82	7
3509	1117	84	266	375	157	92	8
3510	1143	86	291	390	166	96	9
3511	1147	91	299	379	175	93	7
3512	1144	83	308	392	170	89	3
3513	1122	85	288	379	155	90	3
3514	1121	82	290	376	161	88	4
3515	1135	91	283	384	169	93	4
3516	1101	83	277	366	154	86	4
3517	1110	86	276	373	151	91	5
3518	1137	94	298	381	164	91	3
3519	1130	86	295	386	168	89	12
3520	1140	86	291	399	168	90	7
3521	1162	87	315	392	170	96	2
3522	1118	80	304	366	164	80	6
3523	1095	85	275	360	157	84	9
3524	1116	90	291	359	157	91	8
3525	1159	88	316	380	166	101	1
3526	1129	93	287	358	165	94	3
3527	1153	92	300	392	163	98	4
3528	1133	85	298	380	159	91	8
3529	1135	88	299	357	174	93	9
3530	1154	82	319	386	176	90	10
3531	1134	77	304	371	176	86	9
3532	1089	84	281	361	160	76	9
3533	1084	90	270	377	154	77	10
3534	1099	85	276	379	152	85	8
3535	1119	94	295	377	157	89	5
3536	1110	88	274	375	167	86	8
3537	1141	84	298	387	172	92	6
3538	1121	79	308	370	151	93	8
3539	1119	82	292	390	152	90	9
3540	1108	92	284	386	147	89	5
3541	1135	85	295	383	161	91	9
3542	1158	89	298	395	174	94	5
3543	1102	96	286	358	156	84	9
3544	1124	87	279	386	174	84	6
3545	1123	78	274	394	181	77	7
3546	1163	85	298	401	182	92	6
3547	1168	83	300	401	176	96	4
3548	1157	82	294	388	170	99	7
3549	1150	83	301	400	165	94	6
3550	1128	92	291	372	163	90	6
3551	1119	86	287	371	165	86	9
3552	1143	90	302	389	177	88	8
3553	1123	87	279	382	168	90	5
3554	1129	89	277	384	172	89	6
3555	1119	92	274	364	176	84	10
3556	1122	90	291	368	166	87	11
3557	1148	82	310	374	169	95	5
3558	1124	89	298	370	158	90	5
3559	1163	82	317	387	163	100	7
3560	1127	88	300	379	171	82	11
3561	1111	81	288	379	167	81	7
3562	1121	84	285	379	161	90	9
3563	1107	89	279	367	161	86	8
3564	1127	80	286	380	161	90	4
3565	1149	85	309	392	162	97	9
3566	1135	81	297	389	164	88	7
3567	1152	94	288	383	170	95	6
3568	1141	91	302	387	168	90	3
3569	1141	86	294	395	159	94	3
3570	1135	87	302	368	164	92	2
3571	1135	86	310	367	168	92	7
3572	1115	87	281	359	165	91	8
3573	1165	85	306	393	179	97	6
3574	1102	85	287	373	164	81	7
3575	1120	78	296	379	164	83	11
3576	1114	82	280	376	160	87	6
3577	1119	82	271	387	166	87	6
3578	1155	89	289	395	178	98	2
3579	1173	83	291	399	186	98	3
3580	1132	90	295	384	161	90	5
3581	1153	81	305	398	164	97	10
3582	1130	87	296	393	170	87	7
3583	1083	90	258	378	163	77	7
3584	1083	90	265	357	158	81	7
3585	1113	93	285	376	164	86	3
3586	1122	90	297	379	167	84	3
3587	1115	82	271	370	170	86	6
3588	1119	85	285	367	165	87	11
3589	1119	90	299	367	145	92	8
3590	1103	93	281	346	154	92	5
3591	1094	93	283	355	158	86	8
3592	1112	90	277	370	164	87	4
3593	1145	89	297	381	171	92	9
3594	1163	98	307	380	182	94	4
3595	1134	96	289	363	169	93	3
3596	1129	92	284	361	177	89	7
3597	1113	91	276	366	169	83	9
3598	1130	92	287	383	171	87	7
3599	1149	83	289	399	175	90	4
3600	1124	82	280	381	174	85	7
3601	1118	83	285	382	163	88	6
3602	1127	90	298	374	161	91	7
3603	1136	84	277	387	184	87	9
3604	1113	83	269	376	166	85	5
3605	1116	85	268	387	177	83	5
3606	1145	93	288	385	173	94	5
3607	1142	86	294	378	181	88	5
3608	1099	89	298	349	161	81	9
3609	1117	92	282	363	162	91	7
3610	1118	87	285	367	171	86	13
3611	1118	96	276	368	164	91	4
3612	1119	85	272	378	164	88	7
3613	1119	83	283	379	161	86	10
3614	1127	85	287	388	156	90	7
3615	1145	91	294	381	168	96	8
3616	1153	85	313	358	168	99	7
3617	1106	83	293	350	161	85	11
3618	1087	92	272	356	155	80	4
3619	1144	89	301	373	169	91	3
3620	1111	96	287	359	168	83	5
3621	1120	89	297	371	165	86	7
3622	1128	81	293	381	163	88	11
3623	1139	86	292	404	162	93	2
3624	1111	79	284	375	160	88	8
3625	1140	92	303	389	164	90	3
3626	1140	85	293	384	176	89	5
3627	1134	85	286	383	182	85	4
3628	1168	81	308	406	171	97	6
3629	1171	91	313	400	182	95	3
3630	1161	85	305	388	183	96	6
3631	1113	86	280	377	162	86	8
3632	1118	78	290	390	161	86	10
3633	1108	86	277	386	158	86	6
3634	1119	89	296	372	163	87	6
3635	1118	87	294	383	152	91	9
3636	1121	89	294	379	154	93	5
3637	1128	85	289	374	165	89	3
3638	1137	82	298	393	163	91	10
3639	1148	78	302	392	173	91	5
3640	1119	88	292	369	163	86	2
3641	1120	89	280	384	161	88	5
3642	1156	92	307	392	184	86	8
3643	1131	90	304	374	170	86	7
3644	1132	95	286	391	164	92	4
3645	1128	86	272	393	163	91	7
3646	1142	90	285	380	173	91	8
3647	1092	89	272	352	153	84	5
3648	1093	93	271	361	149	84	9
3649	1107	95	287	374	150	84	5
3650	1128	85	293	382	167	87	5
3651	1117	82	285	383	163	86	7
3652	1150	80	308	393	165	95	6
3653	1145	83	296	389	178	88	7
3654	1173	85	312	402	178	99	11
3655	1149	86	280	391	175	97	6
3656	1144	81	295	381	177	91	5
3657	1135	89	285	388	169	91	8
3658	1152	85	307	386	166	100	8
3659	1130	93	300	357	164	89	9
3660	1166	86	303	389	175	99	7
3661	1148	81	290	394	183	87	11
3662	1111	83	275	382	164	86	8
3663	1111	87	281	367	164	85	7
3664	1143	83	283	393	177	88	9
3665	1128	80	280	387	167	90	5
3666	1118	82	281	385	160	88	8
3667	1129	80	295	375	170	88	7
3668	1149	84	304	386	164	95	7
3669	1147	84	307	393	162	94	9
3670	1108	88	308	347	162	79	9
3671	1132	88	295	372	161	96	8
3672	1124	84	296	386	166	87	4
3673	1123	82	281	386	167	86	2
3674	1117	90	291	375	156	86	2
3675	1112	84	280	379	153	91	7
3676	1073	91	271	369	147	77	5
3677	1111	92	289	384	154	87	5
3678	1125	86	290	363	167	90	5
3679	1102	93	274	359	153	87	8
3680	1106	89	286	351	164	85	8
3681	1110	95	282	362	175	78	6
3682	1113	84	288	368	172	80	9
3683	1129	86	303	363	175	84	9
3684	1141	80	301	386	173	88	8
3685	1150	82	303	394	167	93	9
3686	1078	84	275	357	160	70	10
3687	1130	90	284	381	181	81	13
3688	1126	87	296	380	172	81	13
3689	1125	81	286	388	167	88	8
3690	1125	95	291	379	155	91	10
3691	1107	88	280	374	158	89	10
3692	1136	90	285	386	177	86	10
3693	1118	79	282	383	156	90	8
3694	1106	83	275	373	157	86	7
3695	1149	92	314	380	165	94	4
3696	1120	87	291	380	161	85	4
3697	1121	86	281	377	164	84	4
3698	1116	95	281	361	169	84	7
3699	1129	87	301	371	174	85	9
3700	1148	88	285	386	180	90	8
3701	1172	85	309	421	167	100	5
3702	1141	87	296	374	172	91	9
3703	1147	82	300	373	168	98	7
3704	1127	81	289	373	167	91	4
3705	1131	88	306	367	171	87	6
3706	1143	85	295	374	169	94	5
3707	1135	91	292	376	160	94	2
3708	1132	84	298	371	165	90	4
3709	1139	89	305	385	165	91	2
3710	1137	90	296	380	173	87	7
3711	1122	92	291	373	173	82	6
3712	1084	85	270	372	159	77	6
3713	1107	82	272	363	168	85	6
3714	1133	96	289	375	172	88	6
3715	1143	94	293	392	178	87	7
3716	1154	90	299	393	168	96	10
3717	1137	85	298	381	160	92	8
3718	1135	85	291	393	180	83	7
3719	1126	88	294	370	165	86	8
3720	1119	92	285	375	163	87	5
3721	1145	84	301	388	169	92	6
3722	1108	80	267	387	158	86	5
3723	1103	87	275	348	170	82	10
3724	1117	89	277	368	173	81	11
3725	1114	86	283	364	168	82	11
3726	1098	86	281	376	155	79	7
3727	1137	85	293	390	173	87	10
3728	1119	84	288	363	169	84	8
3729	1134	84	304	367	178	87	8
3730	1141	80	293	380	183	88	6
3731	1109	88	280	367	164	87	7
3732	1107	87	293	361	164	82	7
3733	1123	92	287	360	175	87	6
3734	1147	83	298	377	179	95	6
3735	1162	85	299	371	184	97	6
3736	1163	78	295	389	190	92	7
3737	1136	93	292	373	166	93	8
3738	1118	89	298	363	165	86	7
3739	1132	87	299	376	168	89	6
3740	1146	83	292	392	174	90	3
3741	1128	83	277	386	155	93	5
3742	1149	83	298	399	158	98	9
3743	1145	83	308	380	169	91	8
3744	1153	92	296	392	167	98	3
3745	1143	82	287	393	174	92	5
3746	1121	81	276	387	172	84	7
3747	1111	88	262	379	157	90	4
3748	1119	85	275	383	164	90	7
3749	1130	89	279	374	175	86	7
3750	1127	89	288	381	163	87	4
3751	1108	82	276	373	169	79	7
3752	1115	81	283	380	158	86	8
3753	1118	83	293	370	171	81	6
3754	1102	81	283	362	163	83	7
3755	1109	85	287	359	164	82	12
3756	1125	82	286	365	181	83	13
3757	1147	89	293	378	186	90	9
3758	1119	83	287	382	161	89	9
3759	1110	84	267	375	161	92	7
3760	1137	82	285	391	174	94	9
3761	1130	85	280	384	166	93	11
3762	1133	89	285	387	173	89	8
3763	1124	85	280	380	160	91	11
3764	1117	84	288	380	161	85	10
3765	1139	84	283	388	167	96	7
3766	1117	86	271	375	163	88	6
3767	1099	84	276	369	158	85	8
3768	1097	91	265	366	150	87	8
3769	1133	87	279	393	161	92	7
3770	1150	85	292	392	176	93	9
3771	1143	85	296	401	161	96	5
3772	1116	97	279	372	164	86	4
3773	1113	88	286	366	163	84	6
3774	1145	84	296	389	179	85	2
3775	1132	83	287	372	180	86	4
3776	1122	87	277	378	181	80	11
3777	1132	84	276	374	187	82	6
3778	1128	86	292	381	176	82	5
3779	1136	82	286	396	172	86	5
3780	1140	80	298	384	157	95	6
3781	1123	73	273	387	173	82	4
3782	1108	84	280	370	157	82	1
3783	1104	86	263	355	163	85	7
3784	1102	89	275	361	150	89	7
3785	1112	85	280	379	156	88	4
3786	1140	88	290	389	170	94	4
3787	1120	93	276	363	164	91	9
3788	1145	84	301	386	165	96	7
3789	1118	91	291	374	161	84	9
3790	1114	86	282	375	159	87	12
3791	1117	93	279	374	152	92	10
3792	1111	78	287	368	158	86	9
3793	1109	86	280	368	161	86	7
3794	1128	86	287	381	163	92	3
3795	1140	87	296	382	170	92	4
3796	1151	85	290	381	184	90	4
3797	1155	84	282	393	183	96	8
3798	1158	76	290	385	166	104	13
3799	1136	87	280	384	168	92	8
3800	1129	89	287	367	159	92	8
3801	1157	83	297	398	174	95	5
3802	1153	79	287	389	180	94	6
3803	1120	85	275	370	175	85	9
3804	1116	86	278	377	160	87	4
3805	1136	90	288	381	163	94	5
3806	1125	82	278	386	169	87	3
3807	1128	81	301	393	152	88	8
3808	1127	80	293	370	162	90	8
3809	1107	94	275	356	166	79	4
3810	1111	99	287	351	162	83	5
3811	1107	90	265	350	162	88	5
3812	1121	83	275	384	168	86	7
3813	1132	79	286	396	162	91	9
3814	1136	89	289	372	158	96	8
3815	1088	89	246	371	162	77	7
3816	1087	88	262	368	155	81	5
3817	1108	86	285	372	159	84	8
3818	1135	85	297	387	172	86	7
3819	1148	86	309	390	165	95	7
3820	1142	84	302	382	171	93	5
3821	1154	82	302	384	169	97	6
3822	1160	82	301	387	179	95	9
3823	1130	88	292	381	168	86	10
3824	1142	82	290	381	173	93	14
3825	1135	82	305	372	165	91	10
3826	1113	88	277	373	159	88	7
3827	1114	90	284	376	160	86	7
3828	1106	92	283	356	157	83	9
3829	1157	93	303	370	179	94	10
3830	1151	80	309	373	179	92	8
3831	1118	90	296	352	155	94	5
3832	1122	91	282	365	165	89	4
3833	1117	90	291	373	160	90	6
3834	1153	80	319	394	165	96	5
3835	1140	91	305	384	162	94	3
3836	1133	88	291	379	170	92	7
3837	1110	91	273	369	176	81	5
3838	1106	88	285	370	158	87	6
3839	1092	93	277	364	150	87	5
3840	1120	89	282	385	160	90	5
3841	1095	88	283	357	157	82	4
3842	1107	91	287	370	153	89	8
3843	1110	84	288	382	155	86	7
3844	1127	84	295	390	166	86	4
3845	1150	91	291	394	167	97	5
3846	1155	82	297	393	172	96	9
3847	1147	88	292	377	174	96	6
3848	1122	84	294	373	155	93	8
3849	1122	80	289	377	153	93	8
3850	1142	80	294	396	167	90	6
3851	1151	75	306	391	168	95	7
3852	1145	78	298	383	167	91	9
3853	1125	86	282	371	167	87	11
3854	1113	97	284	373	158	85	7
3855	1091	88	284	369	165	71	6
3856	1126	86	285	394	159	88	9
3857	1125	90	283	388	176	81	8
3858	1162	84	292	415	173	96	8
3859	1129	86	298	389	158	89	6
3860	1127	74	297	391	158	89	9
3861	1131	77	286	392	169	86	5
3862	1119	84	278	375	177	79	3
3863	1119	93	281	370	173	83	3
3864	1124	95	298	372	165	84	3
3865	1109	92	294	362	168	79	5
3866	1112	89	290	368	166	83	6
3867	1115	84	289	367	172	81	11
3868	1114	82	287	386	156	86	14
3869	1125	83	293	370	157	92	7
3870	1125	81	303	385	145	94	5
3871	1120	87	291	372	154	87	6
3872	1142	86	290	367	170	93	7
3873	1156	88	296	394	172	95	7
3874	1119	88	279	385	155	91	5
3875	1145	95	288	398	161	98	7
3876	1140	98	300	373	175	89	8
3877	1130	82	290	377	174	90	11
3878	1116	76	284	376	162	88	6
3879	1138	83	294	386	162	93	4
3880	1118	87	278	381	160	88	8
3881	1100	83	273	371	168	77	9
3882	1127	82	300	381	162	88	9
3883	1111	88	300	353	158	86	10
3884	1105	86	277	381	155	86	10
3885	1106	87	285	379	158	83	5
3886	1147	89	304	386	173	91	5
3887	1146	94	302	378	162	95	3
3888	1114	92	281	365	169	86	6
3889	1086	90	269	358	155	81	6
3890	1151	92	289	390	177	94	4
3891	1135	85	289	400	168	89	6
3892	1121	81	294	381	166	83	7
3893	1155	77	293	394	174	91	5
3894	1114	82	268	365	174	83	8
3895	1097	84	271	376	150	85	7
3896	1135	88	293	380	166	91	8
3897	1138	88	290	389	155	100	5
3898	1137	85	288	388	168	92	4
3899	1116	81	290	365	161	87	10
3900	1146	78	291	389	163	97	10
3901	1131	78	290	390	172	86	7
3902	1144	87	303	377	171	94	9
3903	1143	86	300	380	170	90	9
3904	1143	90	301	376	163	95	2
3905	1096	92	296	375	161	78	5
3906	1101	88	288	372	156	85	9
3907	1116	91	283	374	156	91	6
3908	1152	85	299	386	176	92	5
3909	1100	87	274	371	156	83	5
3910	1091	85	272	368	152	82	6
3911	1107	85	271	379	164	88	10
3912	1127	86	296	381	153	94	8
3913	1117	94	294	390	156	87	3
3914	1103	87	298	372	164	74	6
3915	1111	92	284	370	163	82	3
3916	1135	84	293	375	170	91	6
3917	1118	87	296	383	161	83	4
3918	1136	90	297	394	169	89	6
3919	1133	89	295	379	177	86	10
3920	1130	82	290	382	175	86	5
3921	1185	78	308	416	194	100	6
3922	1136	80	290	393	167	90	8
3923	1120	81	299	381	163	85	4
3924	1157	84	302	393	169	99	5
3925	1139	79	284	398	171	92	3
3926	1111	83	273	375	158	88	5
3927	1080	82	266	378	156	77	6
3928	1126	86	284	383	174	86	5
3929	1137	87	292	380	177	89	8
3930	1119	96	286	379	171	84	7
3931	1176	93	309	403	180	101	5
3932	1148	86	307	377	172	93	7
